POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Owner,0,0,3,BHK,1508.068165,1,1,"Sector-62 Noida,Noida",28.6221,77.3674,100.0
Dealer,0,1,1,BHK,660.0249066,1,1,"Sector-18 Ulwe,Lalitpur",28.5706,77.3239,53.0
Dealer,0,0,3,BHK,1535.203812,1,1,"Sector-2 Vrindavan Colony,Lucknow",28.584466,77.314369,58.0
Dealer,0,0,1,BHK,549.973559,1,1,"Juinagar West,Maharashtra",19.050992,73.01794699999999,52.0
Dealer,0,0,2,BHK,1070.009172,1,1,"Adajan,Surat",24.395822,78.989627,35.0
Dealer,1,1,3,BHK,1713.1401489999998,0,1,"Bejai,Mangalore",12.87028,74.88056,94.0
Owner,0,0,1,BHK,644.0613753,1,1,"17th Main Road, Madipakkam,Chennai",12.9623,80.1986,34.0
Dealer,0,0,3,BHK,1544.493287,1,1,"Kharghar,Mumbai",19.038205,73.06612,130.0
Dealer,0,0,2,BHK,1050.0718470000002,1,1,"Viman Nagar,Pune",18.56,73.91,95.0
Owner,0,0,2,BHK,800.0,1,1,"Jajmau,Kanpur",26.427816,80.41181,20.0
Owner,0,0,2,BHK,899.8875141000001,1,1,"Jammu Narayanapuram,Vizianagaram",18.6512,83.5289,16.0
Dealer,0,1,4,BHK,2250.0,1,0,"Kannan Colony,Chennai",13.09,80.27,180.0
Dealer,1,1,2,BHK,739.5608147,0,1,"Mulund (West),Lalitpur",19.1759,72.9522,130.0
Dealer,0,0,3,BHK,1906.742936,1,1,"Sarjapur Road,Bangalore",12.86,77.786,110.0
Dealer,0,1,2,BHK,1200.0192,1,1,"Goregaon (West),Lalitpur",19.161955,72.839616,250.0
Dealer,0,1,3,BHK,930.072339,1,1,"Chembur (East),Mumbai",19.05871,72.89969,270.0
Dealer,1,1,2,BHK,1112.842199,0,1,"Kandivali (East),Maharashtra",19.1955,72.8728,150.0
Dealer,0,1,2,BHK,1243.00808,1,1,"Kharadi,Pune",18.5438,73.9438,100.0
Dealer,1,1,3,BHK,267.8571429,0,0,"Hebbal,Bangalore",13.04034,77.591347,150.0
Builder,0,0,2,BHK,790.1390644999999,1,0,"Gandhi Path,Jaipur",25.879721,86.587391,25.0
Owner,0,0,3,BHK,1850.007115,1,1,"Yelenahalli,Bangalore",12.866395,77.615291,130.0
Dealer,0,0,2,BHK,867.1839343,1,1,"Thakur Village,Lalitpur",12.91668,77.59196,190.0
Owner,0,0,2,BHK,1205.121768,1,1,"Noida Extension,Noida",28.579004,77.431173,48.0
Dealer,1,1,2,BHK,898.0960364,0,1,"Kandivali (East),Lalitpur",19.1955,72.8728,150.0
Dealer,0,1,2,BHK,1932.536894,1,1,"Sector-128 Noida,Noida",28.522931,77.357078,110.0
Dealer,0,1,2,BHK,1150.442478,1,0,"Bhayli,Vadodara",22.288976,73.128222,26.0
Dealer,0,1,3,BHK,1306.6771199999998,1,1,"Mira Road,Maharashtra",19.283359,72.864964,100.0
Owner,0,1,3,BHK,2070.155262,1,1,"Sector-107 Noida,Noida",28.546788,77.37849399999999,180.0
Owner,0,1,2,BHK,854.8931384,1,1,"Sector-77 Noida,Noida",28.568096,77.390253,38.0
Dealer,0,0,2,BHK,1099.937146,1,1,"Gopalpura Bypass,Jaipur",26.878068,75.77985600000001,35.0
Dealer,0,0,1,BHK,823.3333332999999,1,0,"Hiran Magri,Udaipur",24.545961,73.701494,24.7
Dealer,0,0,3,BHK,1391.546356,1,1,"Andheri (West),Maharashtra",19.139348,72.820458,400.0
Dealer,0,0,4,BHK,4175.0167,1,1,"Alipore,Kolkata",22.53028,88.33417,1000.0
Owner,0,0,1,BHK,539.9348003,1,1,"Narhe,Pune",18.442587,73.829832,26.5
Owner,0,0,2,BHK,800.1641362,1,1,"Bamunara,Durgapur",23.414972,87.857086,19.5
Dealer,0,0,3,BHK,1591.361182,1,1,"Sevoke Road,Siliguri",26.724219,88.326357,56.0
Dealer,0,1,2,BHK,1064.392826,1,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,36.2
Owner,0,0,3,BHK,1200.171453,1,1,"Kanak Vrandawan Phase I,Jaipur",26.926,75.8235,28.0
Dealer,0,0,3,BHK,1830.985915,1,0,"Sector-54 Gurgaon,Gurgaon",28.440728000000004,77.114195,260.0
Dealer,0,1,2,BHK,1000.0,1,1,"Dera Bassi,Chandigarh",30.594843,76.84983000000001,23.5
Owner,0,0,3,BHK,1710.0762960000002,1,1,"Sama Savli Road,Vadodara",22.340396,73.19706,65.0
Owner,0,0,3,BHK,1499.96591,1,1,"amin Marg,Rajkot",22.29691,70.79836,220.0
Dealer,0,0,3,BHK,1860.367893,1,1,"Vasna-Bhayli-Road,Vadodara",22.288976,73.128222,89.0
Dealer,0,0,3,BHK,198563.5826,1,0,"Sector-84 Gurgaon,Gurgaon",28.408144,76.963756,9400.0
Dealer,0,0,2,BHK,900.0140627000001,1,1,"Nana Peth,Pune",18.514392,73.867626,64.0
Owner,0,0,2,BHK,1085.141903,1,1,"Sector-62 Noida,Noida",28.6221,77.3674,52.0
Dealer,0,1,2,BHK,1037.004694,1,1,"Ulwe,Mumbai",18.973908,73.02510600000001,95.0
Dealer,1,0,4,BHK,4500.211775,0,1,"Sadashiva Nagar,Bangalore",13.0104,77.5806,850.0
Dealer,0,0,4,BHK,2250.463331,1,1,"Kundli,Sonipat",28.874383,77.113251,85.0
Dealer,0,0,2,BHK,900.0,1,1,"Velachery,Chennai",12.982389,80.22318299999999,63.0
Owner,0,0,2,BHK,645.7785219,1,1,"Kanchanwadi,Aurangabad",19.840809,75.298509,27.0
Builder,1,1,1,BHK,600.0,0,0,"Azad Nagar,Ratnagiri",19.13057,72.833721,18.0
Dealer,0,0,4,BHK,2977.398836,1,1,"Sector-109 Gurgaon,Gurgaon",28.510825,77.006087,220.0
Owner,0,0,2,BHK,820.0082001000001,1,1,"Barisha,Kolkata",22.48475,88.322019,40.0
Dealer,0,0,3,BHK,1230.101302,1,1,"Milakpur Goojar,Bhiwadi",28.19491,76.826552,25.5
Dealer,0,0,3,BHK,1520.2189119999998,1,1,"Kommadi,Visakhapatnam",17.829244,83.334838,50.0
Dealer,0,0,3,BHK,1620.029455,1,1,"Balewadi,Pune",18.097689000000003,74.735239,110.0
Owner,1,0,1,BHK,376.7660911,0,1,"hapur,Hapur",28.72795,77.78473000000001,12.0
Dealer,1,0,2,BHK,883.9779006000001,0,1,"Sector V - Salt Lake,Kolkata",22.54111,88.33778000000001,33.6
Owner,0,0,3,BHK,1559.967585,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,38.5
Builder,1,1,2,BHK,683.0601092999999,0,0,"Akurdi,Lalitpur",18.647126,73.763802,77.5
Owner,0,0,2,BHK,810.1371001,1,1,"Nagarbhavi,Bangalore",12.957468,77.516563,39.0
Dealer,0,0,3,BHK,1400.070004,1,1,"Sector-51 Chandigarh,Chandigarh",30.708083,76.743439,120.0
Owner,0,0,1,BHK,729.9270073,1,1,"Garkheda,Aurangabad",19.861162,75.353252,30.0
Dealer,0,1,2,BHK,1582.278481,1,1,"Sector-88 Mohali,Mohali",30.684523,76.691728,65.0
Dealer,0,0,1,BHK,600.0,1,1,"Jagatpura,Jaipur",26.832353,75.841749,18.0
Owner,0,0,3,BHK,1671.082128,1,1,"Whitefield,Bangalore",12.9958935,77.761394,82.0
Owner,0,0,2,BHK,918.0628873,1,1,"M S R Nagar,Bangalore",19.208051,72.970857,40.0
Dealer,0,1,4,BHK,3282.413837,1,1,"Sector-72 Gurgaon,Gurgaon",28.408159,77.033434,260.0
Dealer,1,1,2,BHK,561.6174583,0,0,"Powai,Mumbai",19.12,72.91,210.0
Dealer,1,1,2,BHK,997.9540805,0,1,"Bolinj,Lalitpur",24.69028,78.41889,43.9
Owner,0,0,3,BHK,1134.768367,1,1,"Rajpur,Kolkata",22.101107,88.374433,48.5
Owner,0,0,3,BHK,1431.01571,1,1,"Tiruneermalai,Chennai",12.96368,80.11469,92.0
Dealer,1,1,2,BHK,844.9074073999999,0,1,"Chikhali,Pune",19.085225,73.661835,36.5
Dealer,0,0,2,BHK,1075.037626,1,1,"Sector-35G Kharghar,Maharashtra",18.96,72.82,100.0
Dealer,0,0,2,BHK,1069.908815,1,1,"Sector-35G Kharghar,Mumbai",19.038205,73.06612,88.0
Owner,0,1,1,BHK,585.1755527,1,1,"Bamheta,Ghaziabad",28.649079,77.473614,18.0
Dealer,1,1,2,BHK,50361.2875,0,0,"JK Gram,Mumbai",18.96667,72.83333,9200.0
Dealer,0,0,1,BHK,450.0471254,1,1,"Action Area III,Kolkata",22.54111,88.33778000000001,19.1
Dealer,0,0,4,BHK,3520.048975,1,1,"Santacruz (West),Lalitpur",19.083336,72.83666,2300.0
Dealer,1,1,2,BHK,518.5185184999999,0,0,"Goregaon (West),Mumbai",19.161955,72.839616,140.0
Dealer,0,1,2,BHK,1344.82034,1,1,"Pandeshwar,Mangalore",12.85917,74.83844,64.0
Dealer,0,1,1,BHK,353.9622642,1,1,"I C Colony,Mumbai",18.96667,72.83333,93.8
Owner,0,0,2,BHK,1200.087279,1,1,"Thanisandra,Bangalore",13.055985,77.622157,55.0
Owner,0,0,3,BHK,1247.327156,1,1,"Kelambakkam,Chennai",12.78627,80.22041999999999,35.0
Dealer,0,1,4,BHK,1800.0,1,1,"Chakala,Mumbai",14.72098405,8.792673927000001,450.0
Dealer,0,0,2,BHK,1152.263374,1,1,"Sughad,Gandhinagar",23.126218,72.628827,28.0
Dealer,0,1,2,BHK,695.2652437,1,1,"Vartak Nagar,Lalitpur",24.69028,78.41889,100.0
Dealer,0,0,2,BHK,1027.050485,1,1,"Karapakkam,Chennai",12.925027,80.235348,71.0
Owner,0,0,3,BHK,1075.268817,1,1,"Yelahanka,Bangalore",13.11389,77.59833,38.0
Dealer,0,0,3,BHK,1200.0,1,1,"Lake Gardens,Kolkata",22.507959,88.353262,66.0
Dealer,0,1,2,BHK,1080.139373,1,1,"Lohegaon,Pune",18.595456,73.946088,62.0
Owner,0,1,1,BHK,611.0520723,1,1,"Kanadia Road,Indore",22.72781,75.963175,23.0
Owner,0,0,3,BHK,1063.35844,1,1,"Rajendra Nagar,Jaipur",28.684262,77.357147,24.0
Owner,0,0,2,BHK,1103.14396,1,1,"Hennur Gardens,Bangalore",13.037709,77.642798,60.0
Owner,0,0,2,BHK,1316.270567,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,36.0
Owner,0,1,3,BHK,1328.181599,1,1,"Gattahalli,Bangalore",12.873639,77.697963,55.0
Dealer,0,0,2,BHK,1085.094232,1,1,"Taloja,Mumbai",19.076057,73.097319,57.0
Owner,0,0,1,BHK,649.9368117,1,1,"Kate Wasti,Pune",45.073846,7.680335,36.0
Owner,0,0,2,BHK,1100.0,1,1,"Khodiyar Nagar,Vadodara",22.239999,73.074686,27.5
Dealer,0,0,3,BHK,1620.253165,1,1,"Hinjewadi Phase 1,Pune",18.5853,73.7413,96.0
Dealer,1,1,1,BHK,427.0132281000001,0,0,"Kandivali (East),Maharashtra",19.1955,72.8728,92.0
Dealer,1,1,3,BHK,890.0096417999999,0,0,"Kharghar,Mumbai",19.038205,73.06612,120.0
Dealer,1,0,3,BHK,932.3729492,0,1,"Sonarpur,Kolkata",22.4426,88.4304,23.3
Owner,0,0,2,BHK,1176.075269,1,1,"Glass Factory Layout,Bangalore",12.996619,77.668989,35.0
Dealer,1,1,4,BHK,246008.7833,0,0,"Gomti Nagar Extension,Lucknow",21.0,77.0,9523.0
Dealer,0,1,2,BHK,877.0391159,1,1,"Punawale,Pune",18.637802,73.745912,50.0
Dealer,0,0,2,BHK,1200.036924,1,1,"Indira Nagar Stage 2,Bangalore",13.088349,77.391049,130.0
Dealer,1,1,3,BHK,1345.730365,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,220.0
Dealer,0,0,2,BHK,932.579955,1,1,"Kandivali (East),Maharashtra",19.1955,72.8728,170.0
Dealer,0,0,2,BHK,1011.122346,1,1,"Chandivali,Mumbai",18.96667,72.83333,200.0
Dealer,0,0,3,BHK,1244.625481,1,1,"Hatkesh Udhog Nagar,Maharashtra",18.96,72.82,110.0
Dealer,0,0,1,BHK,600.0375022999999,1,1,"Sukhsagar Nagar,Pune",18.52361,73.84778,32.0
Owner,0,0,3,BHK,1725.1293850000002,1,1,"Mullanpur,Chandigarh",30.73528,76.79111,90.0
Dealer,0,0,3,BHK,1799.797776,1,1,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,89.0
Owner,0,0,2,BHK,850.1594049,1,1,"Nunna,Vijayawada",16.600566,80.684133,16.0
Dealer,0,0,3,BHK,1583.189407,1,1,"Varthur,Bangalore",12.9407,77.7466,110.0
Dealer,0,0,4,BHK,2200.220022,1,1,"Frazer Town,Bangalore",12.997946,77.612863,160.0
Dealer,0,0,3,BHK,1180.952381,1,1,"Goregaon (East),Maharashtra",19.1615,72.8731,310.0
Dealer,0,0,2,BHK,1000.0,1,1,"Abhay Khand 4,Ghaziabad",28.66667,77.41667,52.0
Dealer,0,1,3,BHK,1543.492479,1,0,"Kalkere,Bangalore",12.884548,77.861952,70.8
Dealer,1,0,2,BHK,598.0265125,0,1,"Kolshet Industrial Area,Lalitpur",30.723902,76.700356,120.0
Dealer,0,0,2,BHK,1226.415094,1,1,"Chembur,Lalitpur",19.05871,72.89969,260.0
Dealer,0,1,2,BHK,649.9602802,1,1,"Chembur (East),Mumbai",19.05871,72.89969,180.0
Owner,0,0,3,BHK,1400.159109,1,1,"Gokula Extension,Bangalore",12.301281,76.29683399999999,88.0
Dealer,0,0,1,BHK,515.0367037999999,1,1,"Hatkesh Udhog Nagar,Lalitpur",24.69028,78.41889,43.5
Dealer,0,0,2,BHK,989.9969063,1,1,"Thane West,Mumbai",19.18,72.96333,96.0
Dealer,0,0,2,BHK,1280.025284,1,1,"MP Nagar,Bhopal",23.232556,77.429783,81.0
Owner,0,0,3,BHK,1068.910621,1,1,"Amruthahalli,Bangalore",13.063752,77.605027,47.0
Dealer,0,0,2,BHK,914.3275121,1,1,"Manpada,Mumbai",19.239813,72.962722,100.0
Owner,0,0,2,BHK,1300.0,1,1,"Hennur Road,Bangalore",13.0306,77.6485,65.0
Owner,0,0,2,BHK,1200.0,1,1,"Basapura,Bangalore",12.863421,77.652405,45.0
Dealer,0,1,3,BHK,1352.459016,1,1,"Talawali Chanda,Indore",22.66667,75.75,33.0
Dealer,0,1,3,BHK,1737.0390170000005,1,1,"Ghodbunder Road,Mumbai",28.743724,76.81131500000001,130.0
Owner,0,0,3,BHK,2500.0,1,1,"EPIP Zone,Bangalore",12.880475,75.022346,230.0
Dealer,0,0,2,BHK,720.1152183999999,1,1,"Santoshpur,Kolkata",22.491938,88.386889,30.0
Dealer,0,1,3,BHK,1914.550584,1,1,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,190.0
Dealer,0,1,3,BHK,1765.316719,1,1,"Sector-77 Noida,Noida",28.568096,77.390253,85.0
Owner,0,0,3,BHK,895.0169328,1,1,"Shibrampur,Kolkata",22.483287,88.263398,37.0
Dealer,0,0,2,BHK,1200.0,1,1,"JVLR,Maharashtra",18.96,72.82,240.0
Dealer,0,1,3,BHK,1360.416667,1,1,"Kovur,Chennai",13.011583,80.123114,65.3
Dealer,0,0,3,BHK,1674.6411480000002,1,1,"Sector-85 Gurgaon,Gurgaon",28.404097,76.951229,70.0
Dealer,0,1,2,BHK,1236.060728,1,1,"Ravet,Pune",18.651598,73.735448,92.0
Dealer,1,1,3,BHK,1056.077727,0,0,"Hinjewadi,Pune",18.5853,73.7413,100.0
Dealer,0,0,1,BHK,619.0800471,1,1,"Mulund (West),Lalitpur",19.1759,72.9522,100.0
Owner,0,1,2,BHK,974.025974,1,1,"Thanisandra,Bangalore",13.055985,77.622157,45.0
Dealer,0,0,3,BHK,1153.0014640000002,1,1,"Santoshpur,Kolkata",22.491938,88.386889,63.0
Owner,0,0,3,BHK,1290.070367,1,1,"KT Road,Tirupati",13.65,79.42,66.0
Dealer,0,1,2,BHK,1345.247447,1,1,"Sector-66A Mohali,Mohali",30.661104,76.746082,68.5
Dealer,0,1,2,BHK,926.0378879,1,0,"Pimple Saudagar,Pune",18.5956,73.7981,91.9
Owner,0,0,1,BHK,279.19962769999995,1,1,"Khambhaliya Gate,Jamnagar",22.2068,69.6503,18.0
Dealer,0,0,1,BHK,575.0244114,1,1,"Bhayander (East),Maharashtra",19.306722,72.86155600000001,53.0
Owner,0,0,2,BHK,1227.244835,1,1,"Sector-108 Noida,Noida",28.526624,77.37671800000001,60.0
Dealer,0,1,2,BHK,1339.584729,1,1,"Jay Prakash Nagar,Lalitpur",24.187571,86.314142,220.0
Dealer,0,0,2,BHK,1000.0,1,1,"Walkeshwar,Lalitpur",24.69028,78.41889,480.0
Owner,0,0,3,BHK,1420.166362,1,1,"Kakkanad,Ernakulam",10.017,76.344,70.0
Owner,0,0,3,BHK,1650.165017,1,1,"6th Phase JP Nagar,Bangalore",35.0,136.0,70.0
Dealer,0,0,2,BHK,1099.89648,1,1,"Thyagaraja Nagar,Bangalore",13.709147,75.806085,85.0
Dealer,0,0,3,BHK,1924.390799,1,1,"New Town,Kolkata",22.5922,88.484911,84.5
Dealer,1,1,1,BHK,409.015025,0,0,"Mira Road East,Mumbai",19.2836,72.8675,49.0
Dealer,0,0,2,BHK,999.1033688,1,1,"Bevarly Park,Mumbai",19.097621,73.00088199999999,78.0
Dealer,0,0,3,BHK,1660.050523,1,1,"Borivali (West),Maharashtra",19.2361,72.8338,230.0
Dealer,0,0,2,BHK,1170.212766,1,1,"Kharghar,Mumbai",19.038205,73.06612,110.0
Owner,0,1,2,BHK,1074.130106,1,1,"Koharapeer,Bareilly",28.364,79.415,49.7
Dealer,0,0,2,BHK,970.6167828,1,1,"Dahisar (East),Lalitpur",19.256471,72.868815,110.0
Dealer,0,1,2,BHK,1012.035011,1,1,"Balagere,Bangalore",12.93687,77.720248,74.0
Owner,1,1,3,BHK,1340.155945,0,1,"Siddhartha Vihar,Ghaziabad",28.66667,77.41667,55.0
Owner,0,0,3,BHK,1428.571429,1,1,"Lalganesh Tinali,Guwahati",26.106134,91.58805,50.0
Dealer,0,0,3,BHK,1410.210639,1,1,"Akshaya Nagar,Bangalore",12.96991,77.59796,79.0
Owner,0,0,1,BHK,609.0133983,1,1,"Khalapur,Raigad",18.81667,73.26666999999999,45.0
Owner,0,0,2,BHK,887.0490833999999,1,1,"Bhavani Nagar,Bangalore",12.955869,77.487812,60.0
Owner,0,0,3,BHK,1400.124456,1,1,"Manganam,Kottayam",9.575948,76.55974,90.0
Owner,0,0,2,BHK,630.0017027000001,1,1,"Kaggadasapura,Bangalore",12.9816,77.6729,37.0
Dealer,0,0,3,BHK,1350.9364449999998,1,1,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,220.0
Owner,0,0,2,BHK,750.0,1,1,"Vizianagaram kondakarkam rktownship,Vizianagaram",18.116509,83.405516,12.0
Dealer,0,1,3,BHK,1140.014509,1,1,"Hiranandani Estate,Mumbai",19.255098,72.9815265,110.0
Owner,0,0,2,BHK,1200.252685,1,1,"Sama Savli Road,Vadodara",22.340396,73.19706,38.0
Dealer,0,1,4,BHK,3604.963112,1,1,"Ghansoli,Lalitpur",19.126499,72.99956,430.0
Dealer,0,0,2,BHK,918.1818182,1,1,"Nager Bazar,Kolkata",22.54111,88.33778000000001,40.4
Owner,1,0,3,BHK,1145.038168,0,1,"Maheshtala,Kolkata",22.486821,88.233267,42.0
Owner,0,0,2,BHK,1034.965035,1,1,"Chinhat,Lucknow",26.882832,81.033767,37.0
Dealer,0,0,3,BHK,1714.6356399999995,1,1,"Wadala East,Maharashtra",19.014858,72.8662,420.0
Dealer,1,1,2,BHK,701.6559079,0,1,"Thane West,Mumbai",19.18,72.96333,150.0
Owner,1,1,2,BHK,1157.142857,0,1,"Volagerekallahalli,Bangalore",12.880421,77.774422,40.5
Dealer,0,0,1,BHK,610.0256387999999,1,1,"Sector-19 Airoli,Lalitpur",28.574129,77.322873,69.0
Dealer,1,1,3,BHK,1575.774185,0,1,"Mulund (West),Mumbai",19.1759,72.9522,230.0
Dealer,0,1,2,BHK,998.2807387,1,1,"Jogeshwari (West),Maharashtra",19.141644,72.842908,180.0
Dealer,1,0,2,BHK,1000.0,0,1,"Magadi Road,Bangalore",12.97494,77.564159,46.0
Dealer,0,0,3,BHK,1599.634369,1,1,"Chipiyana Buzurg,Ghaziabad",28.628777000000003,77.449789,35.0
Dealer,0,0,2,BHK,1194.845763,1,1,"Sector-74 Noida,Noida",28.577673,77.389781,61.2
Owner,0,0,3,BHK,1200.097967,1,1,"Alba Colony,Patna",25.61,85.14139,49.0
Owner,0,0,2,BHK,1150.017164,1,1,"Faizabad Road,Lucknow",26.86056,80.91583,33.5
Dealer,0,0,3,BHK,1400.0,1,1,"Narendra Nagar,Nagpur",21.105779,79.078497,63.0
Owner,1,0,2,BHK,950.2262443,0,1,"Benad Road,Jaipur",26.91667,75.86667,21.0
Owner,0,0,3,BHK,2830.188679,1,1,"Althan,Surat",21.151992,72.81002,150.0
Owner,0,0,2,BHK,1196.172249,1,1,"7th Phase JP Nagar,Bangalore",35.0,136.0,55.0
Owner,0,0,3,BHK,1800.246609,1,1,"Enikepadu,Vijayawada",16.511457,80.696613,73.0
Dealer,0,0,2,BHK,1450.163399,1,1,"Sector-70 Mohali,Mohali",30.697795000000003,76.714722,71.0
Dealer,1,0,2,BHK,699.195171,0,1,"Barasat,Kolkata",22.747639000000003,88.600902,13.9
Dealer,0,1,4,BHK,3052.064632,1,1,"Sector-65 Mohali,Mohali",30.696627000000003,76.693764,170.0
Dealer,1,1,2,BHK,1120.117907,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,45.6
Dealer,0,0,3,BHK,1899.972059,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000001,68.0
Owner,0,0,1,BHK,545.0733753,1,1,"Electronic City,Bangalore",12.8458,77.6727,26.0
Owner,0,0,2,BHK,1157.024793,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,63.0
Dealer,0,1,2,BHK,1726.19838,1,1,"Inasappa Layout,Bangalore",12.96991,77.59796,130.0
Dealer,0,0,2,BHK,1007.838746,1,1,"Boisar,Palghar",19.811319,72.76894,27.0
Dealer,0,0,4,BHK,2506.614678,1,1,"Sector-82A Gurgaon,Gurgaon",28.385415,76.964613,180.0
Dealer,0,0,2,BHK,969.6969697,1,1,"Sanpada,Maharashtra",19.05977,73.017705,160.0
Dealer,0,0,3,BHK,900.0047368999999,1,1,"Motilal Nagar II,Lalitpur",23.83,78.71,190.0
Dealer,0,0,2,BHK,1050.112987,1,1,"Kharadi,Pune",18.5438,73.9438,79.0
Dealer,1,1,1,BHK,332.90479730000004,0,0,"Balkum,Lalitpur",24.69028,78.41889,49.2
Owner,0,1,3,BHK,1450.326323,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,60.0
Dealer,0,1,2,BHK,70229.91055,1,0,"Majiwada,Mumbai",19.218498,72.992114,9500.0
Dealer,0,0,3,BHK,2339.393939,1,1,"Uttardhauna,Lucknow",26.86056,80.91583,77.2
Owner,0,0,2,BHK,1099.626127,1,1,"Srirampura,Mysore",12.265026,76.62469,50.0
Owner,0,0,3,BHK,1280.0,1,1,"Bhayli,Vadodara",22.288976,73.128222,32.0
Owner,0,0,2,BHK,1500.150015,1,1,"OMBR Layout,Bangalore",12.96991,77.59796,100.0
Builder,0,0,2,BHK,1160.3375529999998,1,0,"Paithan Road,Aurangabad",19.48,75.38,38.5
Owner,0,0,2,BHK,487.804878,1,1,"Boria Kalan,Raipur",21.1833,81.6833,7.2
Dealer,0,1,2,BHK,1260.075228,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,46.9
Owner,0,0,2,BHK,1300.178775,1,1,"Vibuthipura,Bangalore",12.96991,77.59796,80.0
Dealer,0,1,3,BHK,1640.1715869999998,1,1,"Thanisandra,Bangalore",13.055985,77.622157,130.0
Owner,0,0,2,BHK,1020.147921,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,40.0
Dealer,1,1,4,BHK,3481.7665380000003,0,1,"Sector-82 Mohali,Mohali",30.654128000000004,76.732427,190.0
Dealer,0,1,3,BHK,2149.87715,1,1,"Sector-109 Gurgaon,Gurgaon",28.510825,77.006087,140.0
Owner,0,0,3,BHK,1700.3188100000002,1,1,"Sector-18 Vasundhara,Ghaziabad",28.65998,77.37027900000001,80.0
Dealer,1,1,2,BHK,1100.141044,0,1,"Sector-150 Noida,Noida",28.429614,77.481711,62.4
Dealer,1,1,2,BHK,660.0224408,0,0,"Balkum,Mumbai",19.222101,72.988231,100.0
Dealer,0,0,2,BHK,1235.294118,1,1,"Khar West,Maharashtra",19.0705,72.8309,420.0
Dealer,1,0,2,BHK,851.2820513,0,1,"Sunny Enclave,Mohali",30.664299,76.817624,24.9
Dealer,0,0,4,BHK,4906.264525,1,1,"Ballygunge,Kolkata",22.529,88.368,950.0
Dealer,1,1,3,BHK,1172.1366380000002,0,1,"Kandivali (East),Maharashtra",19.1955,72.8728,210.0
Dealer,0,0,3,BHK,1460.150071,1,1,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,72.0
Owner,0,0,3,BHK,1345.050215,1,1,"Zoo Tiniali,Guwahati",26.173331,91.774568,75.0
Owner,0,0,2,BHK,1060.284762,1,1,"Celebrity Paradise Layout,Bangalore",12.96991,77.59796,35.0
Owner,0,0,2,BHK,875.1458575999999,1,1,"Chikhali,Pune",19.085225,73.661835,45.0
Dealer,0,0,2,BHK,1151.969327,1,1,"Budigere,Bangalore",13.141581,77.749756,66.1
Dealer,1,1,2,BHK,684.1216216,0,0,"Balewadi,Pune",18.097689000000003,74.735239,64.8
Owner,0,0,2,BHK,872.0930232999999,1,1,"Inda,Kharagpur",22.352866,87.337165,22.5
Dealer,0,1,1,BHK,602.6051082,1,0,"Mulund (West),Maharashtra",19.1759,72.9522,130.0
Dealer,0,1,2,BHK,1285.11107,1,1,"Kanakpura Road,Bangalore",12.896796,77.5724,70.0
Dealer,1,0,2,BHK,1195.652174,0,0,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,110.0
Owner,0,0,3,BHK,1400.1680199999998,1,1,"Kaggadasapura,Bangalore",12.9816,77.6729,100.0
Owner,0,0,2,BHK,750.0750075,1,1,"Ibrahimpura,Bhopal",24.247408,77.49676,25.0
Dealer,1,0,4,BHK,2453.756134,0,1,"Kakkanad,Kochi",9.930471,76.271273,130.0
Dealer,0,1,3,BHK,1396.382101,1,1,"Sector-75 Noida,Noida",28.576117,77.382136,44.0
Dealer,0,1,2,BHK,810.1016727000001,1,1,"Shakti Udyog Nagar,Palghar",19.708959,72.78443299999999,24.7
Owner,0,0,2,BHK,1250.0,1,1,"Bharuch Ina,Bharuch",21.72472,73.006639,27.0
Owner,1,0,2,BHK,1100.141044,0,1,"Pm Palem,Visakhapatnam",17.7,83.25,39.0
Dealer,0,1,2,BHK,1221.232368,1,1,"Rajaji Nagar,Bangalore",12.9847,77.5491,98.7
Dealer,1,0,3,BHK,1326.040113,0,1,"Sector-21 Noida,Noida",28.5889,77.3352,80.0
Dealer,0,0,3,BHK,1650.165017,1,1,"Alwarthirunagar,Chennai",13.09,80.27,150.0
Owner,0,0,2,BHK,800.0,1,1,"Sayajigunj,Vadodara",22.310343,73.18415300000001,22.0
Owner,0,1,2,BHK,1010.10101,1,1,"Sector-78 Noida,Noida",28.560719,77.386208,66.0
Dealer,1,1,3,BHK,3457.392719,0,0,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,510.0
